iter	Logloss
0	0.3610806829
1	0.2100466936
2	0.1110141805
3	0.06049409936
4	0.03596457815
5	0.022593457
6	0.01476906766
7	0.01030965692
8	0.007955753759
9	0.006238921581
10	0.00524821453
11	0.004538715898
12	0.004108333436
13	0.003767709991
14	0.003537505611
15	0.003387130423
16	0.003217718375
17	0.003086864148
18	0.002998123038
19	0.002932072907
20	0.002849334629
21	0.002792732898
22	0.002768906484
23	0.002695239598
24	0.002624838927
25	0.002548248878
26	0.00249290292
27	0.002465201809
28	0.002439793647
29	0.002420354396
30	0.002377225395
31	0.002345534746
32	0.002314844575
33	0.002292342521
34	0.00227857079
35	0.002262646361
36	0.00222283277
37	0.002207273039
38	0.002186501856
39	0.002164938701
40	0.002150549314
41	0.002126275963
42	0.002121422047
43	0.00210649259
44	0.002100037956
45	0.002089900874
46	0.002077548854
47	0.002045718095
48	0.002022718739
49	0.002010416034
50	0.001989267428
51	0.001966060862
52	0.001956877534
53	0.001946295019
54	0.001933436844
55	0.001916733036
56	0.001911188593
57	0.001899319566
58	0.001889592402
59	0.001883225499
60	0.001872702947
61	0.001868713121
62	0.001861959227
63	0.001854441421
64	0.001848000619
65	0.001830218526
66	0.001813672221
67	0.001797082224
68	0.001788102519
69	0.001778475974
70	0.001767479119
71	0.001762334151
72	0.00175908291
73	0.001748552423
74	0.001737753418
75	0.001734035255
76	0.001722378787
77	0.001709440126
78	0.001704091217
79	0.001687579217
80	0.001679450276
81	0.001674961785
82	0.001666398262
83	0.001660721051
84	0.001654196253
85	0.001649513202
86	0.001641425417
87	0.001620649285
88	0.001617179888
89	0.001605785313
90	0.001600816961
91	0.001589227826
92	0.001586247926
93	0.001573270654
94	0.001564358154
95	0.001554820035
96	0.001542829152
97	0.001531992755
98	0.001519377406
99	0.001513574474
100	0.001510188378
101	0.001502778654
102	0.00149463535
103	0.001489420675
104	0.001484224728
105	0.001480740911
106	0.001472558533
107	0.001468446229
108	0.001459423583
109	0.001451739439
110	0.001448548145
111	0.001439933952
112	0.001430455421
113	0.001422094562
114	0.001419646322
115	0.001416849415
116	0.001415298197
117	0.001409213751
118	0.001405791756
119	0.00140289465
120	0.001391723572
121	0.001385823933
122	0.001382352941
123	0.001379072083
124	0.00136909668
125	0.001366309188
126	0.001358627037
127	0.001353507009
128	0.00135077117
129	0.001330010138
130	0.001324541894
131	0.00132241745
132	0.001319238153
133	0.001316607543
134	0.001314217533
135	0.0013096905
136	0.001307041353
137	0.001304627515
138	0.001303131786
139	0.001298733825
140	0.001294886332
141	0.001292378247
142	0.001285035815
143	0.001282223393
144	0.001273537429
145	0.001270273657
146	0.001264252642
147	0.001257631546
148	0.001251090801
149	0.001249347621
150	0.001243044827
151	0.001237321756
152	0.001236398807
153	0.001233485198
154	0.001230830163
155	0.001220620436
156	0.001215801569
157	0.001213727979
158	0.001210564824
159	0.001207684011
160	0.001205464706
161	0.001202870461
162	0.001199914603
163	0.001197467528
164	0.001194658444
165	0.001192215233
166	0.001190929203
167	0.001186099387
168	0.001184281987
169	0.001167723918
170	0.001165559665
171	0.001159594534
172	0.001156876507
173	0.00115071395
174	0.001148941278
175	0.001147625821
176	0.001146390813
177	0.00114343102
178	0.001141797639
179	0.001134397313
180	0.001128047213
181	0.001126167329
182	0.001124270142
183	0.001123207433
184	0.001117672403
185	0.001114807239
186	0.001109049519
187	0.001106099238
188	0.001103612904
189	0.001101890908
190	0.001099501028
191	0.001098464785
192	0.001091171504
193	0.001085549733
194	0.00108326488
195	0.001081338088
196	0.001079028934
197	0.001075442247
198	0.001068318526
199	0.00106678405
200	0.001064292806
201	0.001058948158
202	0.00105778902
203	0.001044944942
204	0.001042975595
205	0.001041480876
206	0.001033833032
207	0.001028253509
208	0.001026808497
209	0.001022311816
210	0.001019916309
211	0.001015044516
212	0.001010506966
213	0.001008258883
214	0.001006134456
215	0.001001680105
216	0.0009999415003
217	0.0009989840643
218	0.0009932219118
219	0.000991741918
220	0.0009867637627
221	0.000984103267
222	0.0009830582496
223	0.0009789163433
224	0.0009769060705
225	0.0009752367753
226	0.0009714438234
227	0.0009694147243
228	0.000967507699
229	0.000965315526
230	0.0009607170162
231	0.0009552460028
232	0.0009525091631
233	0.000942017301
234	0.0009404747334
235	0.0009389542904
236	0.0009371716139
237	0.0009356919744
238	0.000932137839
239	0.0009304639551
240	0.0009266117433
241	0.0009252599497
242	0.0009240310167
243	0.0009224443951
244	0.0009148803489
245	0.0009135515301
246	0.000905232538
247	0.000904314021
248	0.0009029630169
249	0.0009014061396
250	0.0008993962216
251	0.0008976867696
252	0.0008965477503
253	0.0008953300344
254	0.0008911657512
255	0.0008880221942
256	0.0008836207303
257	0.0008815706909
258	0.0008799324924
259	0.0008767351706
260	0.0008740946541
261	0.0008700119857
262	0.0008689840019
263	0.0008670507603
264	0.0008640733504
265	0.0008610697153
266	0.0008599114838
267	0.0008556872647
268	0.0008524883235
269	0.0008511335341
270	0.000850058155
271	0.0008411562241
272	0.0008402586596
273	0.0008385947742
274	0.0008366902216
275	0.0008359216502
276	0.0008303074484
277	0.000828799273
278	0.0008272922983
279	0.0008248918119
280	0.0008206143293
281	0.000819781056
282	0.0008148480655
283	0.0008130625612
284	0.0008096159476
285	0.0008083348267
286	0.0008057757151
287	0.0008029039337
288	0.0008000357258
289	0.0007989856851
290	0.0007956003362
291	0.0007936212383
292	0.0007914638335
293	0.0007864000715
294	0.000784354088
295	0.0007789182698
296	0.0007754865038
297	0.0007749363951
298	0.0007680144362
299	0.0007668776499
300	0.0007638237063
301	0.0007623733453
302	0.0007601099933
303	0.0007584025691
304	0.0007564370514
305	0.0007554617705
306	0.00074962513
307	0.0007480247729
308	0.0007451977971
309	0.0007437338859
310	0.0007430846894
311	0.0007401923096
312	0.0007396900022
313	0.0007358728252
314	0.0007332467634
315	0.000731921627
316	0.0007298872406
317	0.0007231846428
318	0.0007212395582
319	0.0007142336598
320	0.0007093013737
321	0.000708261073
322	0.0007024266067
323	0.0006966308322
324	0.0006960692948
325	0.0006930188266
326	0.0006891283855
327	0.0006886130825
328	0.000687854404
329	0.0006866426091
330	0.0006855384665
331	0.0006826940065
332	0.0006805026786
333	0.0006791030531
334	0.0006784155532
335	0.0006780091665
336	0.0006712942613
337	0.000666655026
338	0.0006648331562
339	0.0006643603827
340	0.0006586015637
341	0.0006556451083
342	0.0006551187154
343	0.0006547055193
344	0.0006539209604
345	0.000653110856
346	0.0006482036437
347	0.000647727938
348	0.0006463191025
349	0.0006448932092
350	0.0006441654555
351	0.0006384365041
352	0.0006369939059
353	0.000634857168
354	0.0006318614687
355	0.000629946143
356	0.0006267764695
357	0.0006264307465
358	0.0006259541941
359	0.0006250368931
360	0.0006232126143
361	0.0006222150576
362	0.0006213059101
363	0.0006189507643
364	0.0006170285111
365	0.0006148721112
366	0.0006100099241
367	0.0006097201797
368	0.0006075113226
369	0.0006052942481
370	0.0006050577685
371	0.0006030898923
372	0.0006012136136
373	0.0005999068217
374	0.0005987441792
375	0.0005930088064
376	0.0005904195424
377	0.0005890773225
378	0.0005886519484
379	0.0005851013415
380	0.0005848080947
381	0.0005830670323
382	0.0005751263147
383	0.0005741319148
384	0.000570038867
385	0.0005675111635
386	0.0005672068712
387	0.0005655770602
388	0.0005652156245
389	0.0005644306802
390	0.0005640343122
391	0.0005623624309
392	0.0005580380776
393	0.0005555285572
394	0.0005533180889
395	0.0005517547284
396	0.0005504806038
397	0.0005477896792
398	0.0005447280867
399	0.0005434618336
400	0.0005432941827
401	0.0005407594075
402	0.0005405282513
403	0.000538247788
404	0.0005381051602
405	0.0005370817987
406	0.0005360216372
407	0.0005349291502
408	0.0005334386094
409	0.0005328751915
410	0.0005327510485
411	0.0005306414301
412	0.0005282792576
413	0.0005270148129
414	0.0005261451205
415	0.0005259220572
416	0.0005219236305
417	0.0005217082814
418	0.0005215123124
419	0.0005192558087
420	0.000518955972
421	0.0005180025164
422	0.0005162260265
423	0.0005153624978
424	0.0005087125235
425	0.0005085390682
426	0.000508025745
427	0.0005061812818
428	0.0005039516253
429	0.0004990715686
430	0.0004988699358
431	0.0004979907744
432	0.0004963888336
433	0.000493002894
434	0.000492295125
435	0.0004906380671
436	0.0004903774371
437	0.0004869452467
438	0.0004842393266
439	0.0004837834043
440	0.0004836219876
441	0.0004820860743
442	0.0004813673937
443	0.000479774167
444	0.0004780534002
445	0.000477391421
446	0.0004736701475
447	0.0004726732964
448	0.0004714074296
449	0.0004702046979
450	0.000468540483
451	0.0004640552149
452	0.0004638928523
453	0.0004630938145
454	0.0004606877961
455	0.0004600756154
456	0.0004586772906
457	0.0004582629205
458	0.0004558891919
459	0.0004538282041
460	0.0004524472262
461	0.0004498896033
462	0.0004495051297
463	0.0004469878061
464	0.0004468416803
465	0.000445576524
466	0.0004439749584
467	0.0004427077946
468	0.0004423848407
469	0.0004415374241
470	0.000440069863
471	0.000437493118
472	0.0004357923119
473	0.0004355870195
474	0.0004333605335
475	0.0004323708689
476	0.000431269295
477	0.0004307740327
478	0.0004298609409
479	0.000428874731
480	0.0004279856723
481	0.0004277245882
482	0.0004232072085
483	0.000422865758
484	0.0004208815761
485	0.000420628421
486	0.0004197707055
487	0.0004179341041
488	0.000417361654
489	0.000416751266
490	0.0004166742323
491	0.0004151051486
492	0.0004150393274
493	0.0004139840184
494	0.0004113947276
495	0.0004107226609
496	0.0004105302016
497	0.000410199397
498	0.0004099841071
499	0.0004099271839
500	0.0004090075102
501	0.0004078093394
502	0.0004058343008
503	0.0004023835234
504	0.0004021931066
505	0.0003983342238
506	0.0003980516256
507	0.0003969167095
508	0.000394344791
509	0.0003928078423
510	0.0003883270358
511	0.0003882145666
512	0.0003874668315
513	0.0003873677451
514	0.0003865687896
515	0.0003862704016
516	0.0003861400682
517	0.000385502551
518	0.0003846013386
519	0.0003839615719
520	0.0003832542219
521	0.0003825690129
522	0.00038112648
523	0.0003806846947
524	0.0003787979389
525	0.0003786300254
526	0.000377477874
527	0.0003766010465
528	0.0003764903931
529	0.0003759403898
530	0.0003754303466
531	0.0003749528128
532	0.0003745229718
533	0.0003740162093
534	0.0003728262311
535	0.0003722339445
536	0.000369718393
537	0.0003697177274
538	0.0003692671068
539	0.000368693935
540	0.0003683080598
541	0.0003672039225
542	0.0003668661458
543	0.0003658809165
544	0.0003631920686
545	0.0003619818781
546	0.0003615909607
547	0.0003614139987
548	0.0003612308454
549	0.0003596731868
550	0.0003580728567
551	0.000357139551
552	0.000351435745
553	0.0003498965795
554	0.0003494666648
555	0.0003479548077
556	0.0003465908854
557	0.0003465910382
558	0.0003458103511
559	0.0003444364523
560	0.0003432017076
561	0.0003408730593
562	0.0003381669994
563	0.0003369161393
564	0.0003357639939
565	0.0003355574776
566	0.0003345238417
567	0.0003344970634
568	0.0003334963427
569	0.0003334942687
570	0.0003325702266
571	0.000332383524
572	0.0003305914896
573	0.0003284005714
574	0.0003253220034
575	0.0003246312619
576	0.0003237492664
577	0.0003231315388
578	0.0003228535406
579	0.0003222655973
580	0.0003198831842
581	0.0003182740029
582	0.0003166471798
583	0.0003164761621
584	0.0003138724764
585	0.0003131922223
586	0.0003116231402
587	0.0003110997651
588	0.0003081638296
589	0.000306592785
590	0.000306326058
591	0.0003058218412
592	0.0003036570856
593	0.0003019088078
594	0.0003010673907
595	0.0003007157162
596	0.000299605145
597	0.0002993027659
598	0.0002988267735
599	0.0002976142995
600	0.0002969133889
601	0.0002955381263
602	0.0002946022466
603	0.0002932730874
604	0.0002927617676
605	0.0002920402945
606	0.0002906626217
607	0.000290088613
608	0.0002889239265
609	0.0002885953296
610	0.000287323265
611	0.0002848899161
612	0.0002840653488
613	0.000283821229
614	0.0002826261814
615	0.0002820219463
616	0.0002814281745
617	0.0002812071251
618	0.0002810425191
619	0.0002799423421
620	0.0002780745714
621	0.000277853031
622	0.0002747298705
623	0.0002744469012
624	0.00027427665
625	0.0002725334799
626	0.0002709221774
627	0.0002706249581
628	0.0002703676745
629	0.0002700934992
630	0.0002698722378
631	0.0002684277792
632	0.0002678573801
633	0.000267078868
634	0.0002663522583
635	0.000265986154
636	0.0002643829255
637	0.0002636357574
638	0.0002634161368
639	0.0002629831504
640	0.0002606788556
641	0.0002605557605
642	0.0002596402867
643	0.0002594893289
644	0.0002592921146
645	0.0002584231602
646	0.0002575969767
647	0.0002573023493
648	0.0002570911146
649	0.0002564402472
650	0.0002561808568
651	0.0002552536629
652	0.0002547505738
653	0.0002546425299
654	0.0002537541307
655	0.0002535531408
656	0.000252622081
657	0.0002523662823
658	0.0002522258768
659	0.0002514132755
660	0.0002512994662
661	0.0002511786896
662	0.0002496209701
663	0.0002476232846
664	0.0002466073473
665	0.000245973471
666	0.0002457127305
667	0.0002456346353
668	0.0002453137222
669	0.0002451970401
670	0.0002443929023
671	0.0002425692326
672	0.0002425350479
673	0.0002424380927
674	0.000242168975
675	0.0002418674361
676	0.0002417122257
677	0.0002416166086
678	0.000239774359
679	0.0002395390629
680	0.0002378565496
681	0.0002376360989
682	0.000237209287
683	0.0002371307611
684	0.0002365089014
685	0.0002360185429
686	0.0002346700723
687	0.0002344903082
688	0.0002342567593
689	0.0002336613858
690	0.000233489586
691	0.0002319669217
692	0.0002316247707
693	0.0002297241502
694	0.0002294807144
695	0.0002293188412
696	0.0002289440066
